Release Date,Book,Chapter Number,Chapter Name,Speaker,Dialogue,Addressee,Listener,About Character,Mentioned Character,Present
8/6/1996,A Game Of Thrones,1,Bran I,Jon Snow,"You have five trueborn children,",Eddard Stark,Robb Stark;Bran Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Desmond,Robb Stark;Bran Stark;Sansa Stark;Arya Stark;Rickon Stark,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Jon Snow,"Three sons, two daughters. The direwolf is the sigil of your House. Your children were meant to have these pups, my lord.",Eddard Stark,Robb Stark;Bran Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Desmond,Robb Stark;Bran Stark;Sansa Stark;Arya Stark;Rickon Stark,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Eddard Stark,"You want no pup for yourself, Jon?",Jon Snow,Robb Stark;Bran Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Jon Snow,"The direwolf graces the banners of House Stark,",Eddard Stark,Robb Stark;Bran Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Jon Snow,"I am no Stark, Father.",Eddard Stark,Robb Stark;Bran Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Robb Stark,"I will nurse him myself, Father,",Eddard Stark,Bran Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Jon Snow;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Robb Stark,"I will soak a towel with warm milk, and give him suck from that.",Eddard Stark,Bran Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Jon Snow;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Bran Stark,Me too!,Eddard Stark,Robb Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Jon Snow;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Eddard Stark,"Easy to say, and harder to do. I will not have you wasting the servants' time with this. If you want these pups, you will feed them yourselves. Is that understood?",Robb Stark;Bran Stark,Jory Cassel;Theon Greyjoy;Harwin;Hullen;Jon Snow;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Eddard Stark,"You must train them as well,",Robb Stark;Bran Stark,Jory Cassel;Theon Greyjoy;Harwin;Hullen;Jon Snow;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Eddard Stark,"You must train them. The kennelmaster will have nothing to do with these monsters, I promise you that. And the gods help you if you neglect them, or brutalize them, or train them badly. These are not dogs to beg for treats and slink off at a kick. A direwolf will rip a man's arm off his shoulder as easily as a dog will kill a rat. Are you sure you want this?",Robb Stark;Bran Stark,Jory Cassel;Theon Greyjoy;Harwin;Hullen;Jon Snow;Desmond,Farlen,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Bran Stark,"Yes, Father,",Eddard Stark,Robb Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Jon Snow;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Robb Stark,"Yes,",Eddard Stark,Bran Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Jon Snow;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Eddard Stark,"The pups may die anyway, despite all you do.",Robb Stark;Bran Stark,Jory Cassel;Theon Greyjoy;Harwin;Hullen;Jon Snow;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Bran Stark,"They won't die,",Eddard Stark,Robb Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Jon Snow;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Bran Stark,We won't let them die.,Eddard Stark,Robb Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Jon Snow;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Eddard Stark,"Keep them, then. Jory, Desmond, gather up the other pups. It's time we were back to Winterfell.",Robb Stark;Bran Stark;Jory Cassel;Desmond,Theon Greyjoy;Harwin;Hullen;Jon Snow,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Eddard Stark,"What is it, Jon?",Jon Snow,Robb Stark;Bran Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Jon Snow,Can't you hear it?,Eddard Stark,Robb Stark;Bran Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Jon Snow,"There,",Eddard Stark,Robb Stark;Bran Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Jon Snow,"He must have crawled away from the others,",Eddard Stark,Robb Stark;Bran Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Eddard Stark,"Or been driven away,",Jon Snow,Robb Stark;Bran Stark;Jory Cassel;Theon Greyjoy;Harwin;Hullen;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Theon Greyjoy,"An albino,",Jon Snow;Eddard Stark,Robb Stark;Bran Stark;Jory Cassel;Harwin;Hullen;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Theon Greyjoy,This one will die even faster than the others.,Jon Snow;Eddard Stark,Robb Stark;Bran Stark;Jory Cassel;Harwin;Hullen;Desmond,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Jon Snow,"I think not, Greyjoy,",Theon Greyjoy,Robb Stark;Bran Stark;Jory Cassel;Harwin;Hullen;Desmond;Eddard Stark,,,TRUE
8/6/1996,A Game Of Thrones,1,Bran I,Jon Snow,This one belongs to me.,Theon Greyjoy,Robb Stark;Bran Stark;Jory Cassel;Harwin;Hullen;Desmond;Eddard Stark,,,TRUE
,,,,,,,,,,
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"Ned,",Eddard Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"Catelyn,",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,Where are the children?,Catelyn Stark,,Robb Stark;Sansa Stark;Arya Stark;Bran Stark;Rickon Stark,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"In the kitchen, arguing about names for the wolf pups.",Eddard Stark,,Robb Stark;Sansa Stark;Arya Stark;Bran Stark;Rickon Stark,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"Arya is already in love, and Sansa is charmed and gracious, but Rickon is not quite sure.",Eddard Stark,,Sansa Stark;Arya Stark;Rickon Stark,Sansa Stark;Arya Stark;Rickon Stark,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,Is he afraid?,Catelyn Stark,,Rickon Stark,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"A little,",Eddard Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,He is only three.,Eddard Stark,,Rickon Stark,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,He must learn to face his fears. He will not be three forever. And winter is coming.,Catelyn Stark,,Rickon Stark,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"Yes,",Eddard Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"The man died well, I'll give him that,",Catelyn Stark,,Gared,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,I was glad for Bran's sake. You would have been proud of Bran.,Catelyn Stark,,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"I am always proud of Bran,",Eddard Stark,,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"He was the fourth this year,",Catelyn Stark,,Gared,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,The poor man was half-mad. Something had put a fear in him so deep that my words could not reach him.,Catelyn Stark,,Gared,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,Ben writes that the strength of the Night's Watch is down below a thousand. It's not only desertions. They are losing men on rangings as well.,Catelyn Stark,,Benjen Stark,Benjen Stark,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,Is it the wildlings?,Eddard Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,Who else?,Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,And it will only grow worse. The day may come when I will have no choice but to call the banners and ride north to deal with this King-beyond-the-Wall for good and all.,Catelyn Stark,,Mance Rayder,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,Beyond the Wall?,Eddard Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,Mance Rayder is nothing for us to fear.,Catelyn Stark,,Mance Rayder,Mance Rayder,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,There are darker things beyond the Wall.,Eddard Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"You listen to too many of Old Nan's stories. The Others are as dead as the children of the forest, gone eight thousand years. Maester Luwin will tell you they never lived at all. No living man has ever seen one.",Catelyn Stark,,Old Nan;Luwin,Old Nan;Luwin,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"Until this morning, no living man had ever seen a direwolf either,",Eddard Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"I ought to know better than to argue with a Tully,",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"You did not come here to tell me crib tales. I know how little you like this place. What is it, my lady?",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"There was grievous news today, my lord. I did not wish to trouble you until you had cleansed yourself.",Eddard Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"I am so sorry, my love. Jon Arryn is dead.",Eddard Stark,,Jon Arryn,Jon Arryn,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,Jon…,Catelyn Stark,,Jon Arryn,Jon Arryn,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,Is this news certain?,Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"It was the king's seal, and the letter is in Robert's own hand. I saved it for you. He said Lord Arryn was taken quickly. Even Maester Pycelle was helpless, but he brought the milk of the poppy, so Jon did not linger long in pain.",Eddard Stark,,Robert Baratheon;Jon Arryn;Pycelle,Robert Baratheon;Jon Arryn;Pycelle,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"That is some small mercy, I suppose,",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"Your sister,",Catelyn Stark,,Lysa Arryn,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,And Jon's boy. What word of them?,Catelyn Stark,,Robert Arryn,Jon Arryn,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"The message said only that they were well, and had returned to the Eyrie,",Eddard Stark,,Lysa Arryn;Robert Arryn,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"I wish they had gone to Riverrun instead. The Eyrie is high and lonely, and it was ever her husband's place, not hers. Lord Jon's memory will haunt each stone. I know my sister. She needs the comfort of family and friends around her.",Eddard Stark,,Lysa Arryn;Jon Arryn;Robert Arryn,Jon Arryn,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"Your uncle waits in the Vale, does he not? Jon named him Knight of the Gate, I'd heard.",Catelyn Stark,,Brynden Tully;Jon Arryn,Jon Arryn,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"Brynden will do what he can for her, and for the boy. That is some comfort, but still…",Eddard Stark,,Brynden Tully;Lysa Arryn;Robert Arryn,Brynden Tully,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"Go to her,",Catelyn Stark,,Lysa Arryn,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"Take the children. Fill her halls with noise and shouts and laughter. That boy of hers needs other children about him, and Lysa should not be alone in her grief.",Catelyn Stark,,Lysa Arryn;Robert Arryn;Robb Stark;Sansa Stark;Arya Stark;Bran Stark;Rickon Stark,Lysa Arryn,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"Would that I could,",Eddard Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,The letter had other tidings. The king is riding to Winterfell to seek you out.,Eddard Stark,,Robert Baratheon,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,Robert is coming here?,Catelyn Stark,,Robert Baratheon,Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"I knew that would please you,",Eddard Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,We should send word to your brother on the Wall.,Eddard Stark,,Benjen Stark,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"Yes, of course,",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,Ben will want to be here. I shall tell Maester Luwin to send his swiftest bird.,Catelyn Stark,,Benjen Stark;Luwin,Benjen Stark;Luwin,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"Damnation, how many years has it been? And he gives us no more notice than this? How many in his party, did the message say?",Catelyn Stark,,Robert Baratheon,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"I should think a hundred knights, at the least, with all their retainers, and half again as many freeriders. Cersei and the children travel with them.",Eddard Stark,,Cersei Lannister;Joffrey Baratheon;Myrcella Baratheon;Tommen Baratheon,Cersei Lannister,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"Robert will keep an easy pace for their sakes,",Catelyn Stark,,Robert Baratheon;Joffrey Baratheon;Myrcella Baratheon;Tommen Baratheon,Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,It is just as well. That will give us more time to prepare.,Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"The queen's brothers are also in the party,",Eddard Stark,,Jaime Lannister;Tyrion Lannister,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"Well, if the price for Robert's company is an infestation of Lannisters, so be it. It sounds as though Robert is bringing half his court.",Catelyn Stark,,Robert Baratheon,Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"Where the king goes, the realm follows,",Eddard Stark,,,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"It will be good to see the children. The youngest was still sucking at the Lannister woman's teat the last time I saw him. He must be, what, five by now?",Catelyn Stark,,Joffrey Baratheon;Myrcella Baratheon;Tommen Baratheon;Cersei Lannister,,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"Prince Tommen is seven,",Eddard Stark,,Tommen Baratheon,Tommen Baratheon,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Catelyn Stark,"The same age as Bran. Please, Ned, guard your tongue. The Lannister woman is our queen, and her pride is said to grow with every passing year.",Eddard Stark,,Cersei Lannister;Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,2,Catelyn I,Eddard Stark,"There must be a feast, of course, with singers, and Robert will want to hunt. I shall send Jory south with an honor guard to meet them on the kingsroad and escort them back. Gods, how are we going to feed them all? On his way already, you said? Damn the man. Damn his royal hide.",Catelyn Stark,,Robert Baratheon;Jory Cassel,Robert Baratheon;Jory Cassel,TRUE
,,,,,,,,,,
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,This is beauty. Touch it. Go on. Caress the fabric.,Daenerys Targaryen,,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Daenerys Targaryen,Is it really mine?,Viserys Targaryen,,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"A gift from the Magister Illyrio,",Daenerys Targaryen,,Illyrio Mopatis,Illyrio Mopatis,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"The color will bring out the violet in your eyes. And you shall have gold as well, and jewels of all sorts. Illyrio has promised. Tonight you must look like a princess.",Daenerys Targaryen,,Illyrio Mopatis,Illyrio Mopatis,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Daenerys Targaryen,Why does he give us so much?,Viserys Targaryen,,Illyrio Mopatis,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Daenerys Targaryen,What does he want from us?,Viserys Targaryen,,Illyrio Mopatis,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"Illyrio is no fool,",Daenerys Targaryen,,Illyrio Mopatis,Illyrio Mopatis,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,The magister knows that I will not forget my friends when I come into my throne.,Daenerys Targaryen,,Illyrio Mopatis,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"Illyrio will send the slaves to bathe you. Be sure you wash off the stink of the stables. Khal Drogo has a thousand horses, tonight he looks for a different sort of mount.",Daenerys Targaryen,,Illyrio Mopatis;Drogo,Illyrio Mopatis;Drogo,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,You still slouch. Straighten yourself,Daenerys Targaryen,,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,Let them see that you have a woman's shape now.,Daenerys Targaryen,,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"You will not fail me tonight. If you do, it will go hard for you. You don't want to wake the dragon, do you?",Daenerys Targaryen,,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,Do you?,Daenerys Targaryen,,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Daenerys Targaryen,"No,",Viserys Targaryen,,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,Good.,Daenerys Targaryen,,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"When they write the history of my reign, sweet sister, they will say that it began tonight.",Daenerys Targaryen,,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"Our land,",Daenerys Targaryen,,,,FALSE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"Ours by blood right, taken from us by treachery, but ours still, ours forever. You do not steal from the dragon, oh, no. The dragon remembers.",Daenerys Targaryen,,,,FALSE
8/6/1996,A Game Of Thrones,3,Daenerys I,Willem Darry,Little Princess,Daenerys Targaryen,,,,FALSE
8/6/1996,A Game Of Thrones,3,Daenerys I,Willem Darry,"My Lady,",Daenerys Targaryen,,,,FALSE
8/6/1996,A Game Of Thrones,3,Daenerys I,,the beggar king.,Viserys Targaryen,,,,FALSE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"We will have it all back someday, sweet sister,",Daenerys Targaryen,,,,FALSE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"The jewels and the silks, Dragonstone and King's Landing, the Iron Throne and the Seven Kingdoms, all they have taken from us, we will have it back.",Daenerys Targaryen,,,,FALSE
8/6/1996,A Game Of Thrones,3,Daenerys I,Daenerys Targaryen,"Come,",Unknown (Illyrio's servants),,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"Ours is the house of the dragon,",Daenerys Targaryen,,,,FALSE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,The fire is in our blood.,Daenerys Targaryen,,,,FALSE
8/6/1996,A Game Of Thrones,3,Daenerys I,Unknown (Illyrio's servant),"Drogo is so rich that even his slaves wear golden collars. A hundred thousand men ride in his khalasar, and his palace in Vaes Dothrak has two hundred rooms and doors of solid silver.",Daenerys Targaryen,,Drogo,Drogo,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Unknown (Illyrio's servant),"Now you look all a princess,",Daenerys Targaryen,,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"Stand there,",Daenerys Targaryen,,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,Turn around. Yes. Good. You look…,Daenerys Targaryen,,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Illyrio Mopatis,"Regal,",Daenerys Targaryen,Viserys Targaryen,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Illyrio Mopatis,"May the Lord of Light shower you with blessings on this most fortunate day, Princess Daenerys,",Daenerys Targaryen,Viserys Targaryen,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Illyrio Mopatis,"She is a vision, Your Grace, a vision,",Viserys Targaryen,Daenerys Targaryen,Daenerys Targaryen,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Illyrio Mopatis,Drogo will be enraptured.,Viserys Targaryen,Daenerys Targaryen,Drogo,Drogo,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"She's too skinny,",Illyrio Mopatis,Daenerys Targaryen,Daenerys Targaryen,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,Are you sure that Khal Drogo likes his women this young?,Illyrio Mopatis,Daenerys Targaryen,Drogo,Drogo,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Illyrio Mopatis,"She has had her blood. She is old enough for the khal,",Viserys Targaryen,Daenerys Targaryen,Daenerys Targaryen;Drogo,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Illyrio Mopatis,"Look at her. That silver-gold hair, those purple eyes… she is the blood of old Valyria, no doubt, no doubt… and highborn, daughter of the old king, sister to the new, she cannot fail to entrance our Drogo.",Viserys Targaryen,Daenerys Targaryen,Daenerys Targaryen;Drogo;Aerys II Targaryen,Drogo,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"I suppose,",Illyrio Mopatis,Daenerys Targaryen,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Viserys Targaryen,"The savages have queer tastes. Boys, horses, sheep…",Illyrio Mopatis,Daenerys Targaryen,,,TRUE
8/6/1996,A Game Of Thrones,3,Daenerys I,Illyrio Mopatis,"Best not suggest this to Khal Drogo,",Viserys Targaryen,Daenerys Targaryen,Drogo,Drogo,TRUE
